Sample_ID,Species,Location,Catch_Method_Notes,Tissue,Year,Date_Collected,Date_Dissected,Date_Analyzed,Fork_Length ,Unit_FLength,Weight,Unit_weight,ë13C,ë15N,ë34S,X.C,X.N,C.N_ratio,X.S ,d13C_Lipid_Corr,Notes
2021-SIL-115,American Eel,Cassilis,Fyke Net,Liver,2021,31/05/2021,14-07-2021,Unknown,63.3,Centimeters,551.8,Grams,-22.39,8.17,7.48,42.28,9.63,4.39,1.15,-21.1,Fyke Net
2021-SIL-116,American Eel,Bass Trap,Fyke Net,Liver,2021,02/06/2021,14-07-2021,Unknown,39.2,Centimeters,94.7,Grams,-21.15,10.06,15.2,56.77,12.2,4.65,1.19,-19.6,Fyke Net
2021-SIL-118,White Sucker,Cassilis,Fyke Net,Liver,2021,20/05/2021,15-07-2021,Unknown,30.2,Centimeters,431.2,Grams,-24.59,10.39,12.04,47.22,11.73,4.03,1.1,-23.7,Fyke Net
2021-SIL-119,Yellow Perch,Cassilis,Fyke Net,Liver,2021,30/05/2021,15-07-2021,Unknown,25.5,Centimeters,242.3,Grams,-26.43,9.98,12.18,50.18,10.86,4.62,1.23,-24.9,Fyke Net
2021-SIL-120,American Eel,Cassilis,Fyke Net,Liver,2021,02/06/2021,15-07-2021,Unknown,60.2,Centimeters,406.5,Grams,-20.91,15.63,19.66,59.47,9.05,6.57,0.69,-18.2,Fyke Net
2021-SIL-121,American Eel,Cassilis,Fyke Net,Liver,2021,02/06/2021,15-07-2021,Unknown,59.5,Centimeters,441.8,Grams,-19.72,14.95,18.2,49.51,11.39,4.35,0.67,-18.5,Fyke Net
2021-SIL-122,Rainbow Smelt,Cassilis,Fyke Net,Liver,2021,20/05/2021,15-07-2021,Unknown,13.4,Centimeters,17.61,Grams,-22.54,13.92,20.3,58.27,9.2,6.33,0.94,-19.9,Fyke Net
2021-SIL-123,Yellow Perch,Bass Trap,Fyke Net,Liver,2021,27/05/2021,15-07-2021,Unknown,18.6,Centimeters,80,Grams,-23.92,11.63,14.4,60.21,13.67,4.4,1.18,-22.6,Fyke Net
2021-SIL-124,Fall Fish,Cassilis,Fyke Net,Liver,2021,28/05/2021,15-07-2021,Unknown,13.7,Centimeters,51.6,Grams,-25.67,9.64,13.1,68.11,9.69,7.03,0.68,-22.7,Fyke Net
2021-SIL-125,Fall Fish,Cassilis,Fyke Net,Liver,2021,28/05/2021,15-07-2021,Unknown,19.8,Centimeters,119.6,Grams,-25.01,11.58,13.3,71.74,8.74,8.2,0.77,-21.7,Fyke Net
2021-SIL-126,Yellow Perch,Cassilis,Fyke Net,Liver,2021,28/05/2021,15-07-2021,Unknown,26.2,Centimeters,216.9,Grams,-22.31,13.3,15.18,56.35,12.72,4.43,0.91,-21,Fyke Net
2021-SIL-127,White Sucker,Cassilis,Fyke Net,Liver,2021,29/05/2021,15-07-2021,Unknown,46.3,Centimeters,694.9,Grams,-21.3,12.69,17.11,51.28,9.38,5.47,0.65,-19.2,Fyke Net
2021-SIL-128,White Sucker,Cassilis,Fyke Net,Liver,2021,21/05/2021,15-07-2021,Unknown,13.1,Centimeters,24.442,Grams,-29.22,9.22,10.15,51.34,9.68,5.3,0.65,-27.2,Fyke Net
2021-SIL-129,White Sucker,Cassilis,Fyke Net,Liver,2021,21/05/2021,15-07-2021,Unknown,16.4,Centimeters,52.3,Grams,-26.54,7.79,9.2,56.98,13.46,4.23,1.09,-25.4,Fyke Net
2021-SIL-130,White Sucker,Cassilis,Fyke Net,Liver,2021,21/05/2021,16-07-2021,Unknown,34.9,Centimeters,572.2,Grams,-24.55,11.27,12.9,59.38,12.83,4.63,1.25,-23,Fyke Net
2021-SIL-131,White Sucker,Cassilis,Fyke Net,Liver,2021,30/05/2021,16-07-2021,Unknown,29.7,Centimeters,404.6,Grams,-23.69,12.11,15.03,56.69,7.83,7.24,0.71,-20.7,Fyke Net
2021-SIL-132,White Sucker,Cassilis,Fyke Net,Liver,2021,30/05/2021,16-07-2021,Unknown,37.1,Centimeters,751.5,Grams,-22.26,12.29,15.8,59.35,10.39,5.71,0.9,-20,Fyke Net
2021-SIL-133,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,16-07-2021,Unknown,35.1,Centimeters,509.4,Grams,-18.19,13.89,16.7,54.62,12.74,4.29,1.38,-17,Fyke Net
2021-SIL-134,White Sucker,Cassilis,Fyke Net,Liver,2021,19/05/2021,16-07-2021,Unknown,14.5,Centimeters,44.7,Grams,-24.62,10.69,14.5,59.53,11.48,5.19,1.09,-22.7,Fyke Net
2021-SIL-135,White Sucker,Cassilis,Fyke Net,Liver,2021,19/05/2021,16-07-2021,Unknown,21.4,Centimeters,173,Grams,-24.43,10.57,12.23,57.36,11.44,5.01,0.82,-22.6,Fyke Net
2021-SIL-136,White Sucker,Cassilis,Fyke Net,Liver,2021,19/05/2021,16-07-2021,Unknown,22.7,Centimeters,158,Grams,-23.48,11.63,14.04,48.55,10.15,4.78,0.72,-21.8,Fyke Net
2021-SIL-137,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,16-07-2021,Unknown,32.1,Centimeters,395.3,Grams,-19.71,14.31,17.1,53.57,10.75,4.98,1.23,-17.9,Fyke Net
2021-SIL-138,White Sucker,Cassilis,Fyke Net,Liver,2021,19/05/2021,16-07-2021,Unknown,35.9,Centimeters,640.7,Grams,-22.66,10.72,16.4,54.5,12.14,4.49,1.09,-21.3,Fyke Net
2021-SIL-139,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,16-07-2021,Unknown,66,Centimeters,4343.9,Grams,-19.18,12.81,20.4,51.53,14.32,3.6,1.67,-18.8,Fyke Net
2021-SIL-140,White Sucker,Bass Trap,Fyke Net,Liver,2021,27/05/2021,16-07-2021,Unknown,14.7,Centimeters,42.2,Grams,-23.2,12.01,16.3,62.18,13.17,4.72,1.01,-21.6,Fyke Net
2021-SIL-141,White Sucker,Bass Trap,Fyke Net,Liver,2021,27/05/2021,19-07-2021,Unknown,33.8,Centimeters,443.3,Grams,-22.87,8.45,10.5,60.11,17.68,3.4,1.07,-22.7,Fyke Net
2021-SIL-142,White Sucker,Bass Trap,Fyke Net,Liver,2021,27/05/2021,19-07-2021,Unknown,35.8,Centimeters,551.3,Grams,-22.72,10.97,12.7,60.95,13.14,4.64,1.02,-21.2,Fyke Net
2021-SIL-143,Common Shiner,Bass Trap,Fyke Net,Liver,2021,21/05/2021,19-07-2021,Unknown,9.2,Centimeters,10.2,Grams,-24.59,10.76,11.9,61.27,12.51,4.9,0.96,-22.9,Fyke Net
2021-SIL-144,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,19-07-2021,Unknown,50.1,Centimeters,1802.3,Grams,-21,15.1,18.9,56.71,9.54,5.94,0.94,-18.6,Fyke Net
2021-SIL-145,Yellow Perch,Cassilis,Fyke Net,Liver,2021,19/05/2021,19-07-2021,Unknown,18.4,Centimeters,87.5,Grams,-22.36,12.51,14.7,57.06,13.38,4.27,1.31,-21.2,Fyke Net
2021-SIL-146,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,19-07-2021,Unknown,50.6,Centimeters,1466.6,Grams,-18.3,14.75,20.3,47.49,10.74,4.42,1.16,-17,Fyke Net
2021-SIL-147,Fall Fish,Cassilis,Fyke Net,Liver,2021,29/05/2021,19-07-2021,Unknown,9.5,Centimeters,12.5,Grams,-24.77,10.23,11.5,62.15,11.79,5.27,1.02,-22.8,Fyke Net
2021-SIL-148,Fall Fish,Cassilis,Fyke Net,Liver,2021,29/05/2021,20-07-2021,Unknown,11,Centimeters,19.2,Grams,-24.24,11.18,13,60.9,11.15,5.46,0.91,-22.1,Fyke Net
2021-SIL-149,Fall Fish,Cassilis,Fyke Net,Liver,2021,29/05/2021,20-07-2021,Unknown,13.9,Centimeters,39.9,Grams,-25.33,9.46,11.12,57.32,10.47,5.48,0.69,-23.2,Fyke Net
2021-SIL-150,Fall Fish,Cassilis,Fyke Net,Liver,2021,29/05/2021,20-07-2021,Unknown,15.2,Centimeters,56.4,Grams,-25.83,9.95,13.55,62.16,7.31,8.51,0.62,-22.4,Fyke Net
2021-SIL-151,White Sucker,Bass Trap,Fyke Net,Liver,2021,27/05/2021,20-07-2021,Unknown,21.6,Centimeters,139.3,Grams,-22.85,13.66,14.47,60.54,10.72,5.65,0.77,-20.6,Fyke Net
2021-SIL-152,White Sucker,Bass Trap,Fyke Net,Liver,2021,27/05/2021,20-07-2021,Unknown,30.6,Centimeters,373,Grams,-21.29,14.39,18.64,51.94,7.58,6.85,0.55,-18.4,Fyke Net
2021-SIL-153,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,27/05/2021,20-07-2021,Unknown,57,Centimeters,1847.6,Grams,-18.59,14.84,19.61,38.87,11.2,3.47,1.19,-18.3,Fyke Net
2021-SIL-154,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,27/05/2021,20-07-2021,Unknown,50.7,Centimeters,1540.4,Grams,-18.05,15.29,18.75,43.01,12.47,3.45,1.33,-17.8,Fyke Net
2021-SIL-156,White Sucker,Bass Trap,Fyke Net,Liver,2021,29/05/2021,20-07-2021,Unknown,11,Centimeters,15.9,Grams,-24.43,11.36,12.6,63.5,11.17,5.68,0.99,-22.2,Fyke Net
2021-SIL-157,Fall Fish,Cassilis,Fyke Net,Liver,2021,20/05/2021,21-07-2021,Unknown,18.9,Centimeters,90.6,Grams,-26.24,10.49,12.8,68.73,8.99,7.64,0.72,-23.1,Fyke Net
2021-SIL-158,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,21-07-2021,Unknown,24.1,Centimeters,178.5,Grams,-21.84,14.47,17.79,47.75,9.58,4.99,1.07,-20,Fyke Net
2021-SIL-159,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,21-07-2021,Unknown,25.5,Centimeters,191.2,Grams,-19.59,13.77,17.55,48.45,9.79,4.95,1.18,-17.8,Fyke Net
2021-SIL-160,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,21-07-2021,Unknown,42.1,Centimeters,857.5,Grams,-19.3,13.3,18.68,38.75,9.86,3.93,0.41,-18.5,Fyke Net
2021-SIL-161,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,21-07-2021,Unknown,64,Centimeters,2000.2,Grams,-18.4,14.8,19.08,48,11.34,4.23,1.16,-17.3,Fyke Net
2021-SIL-162,White Sucker,Bass Trap,Fyke Net,Liver,2021,26/05/2021,21-07-2021,Unknown,15.5,Centimeters,42.3,Grams,-24.79,11.28,13.8,60.23,12.03,5.01,0.9,-23,Fyke Net
2021-SIL-163,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,21-07-2021,Unknown,7.2,Centimeters,6.2,Grams,-23.73,12.09,13,56.69,13.05,4.34,1.01,-22.5,Seine Net
2021-SIL-164,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,21-07-2021,Unknown,8.8,Centimeters,11.8,Grams,-23.62,12.38,15.5,57.01,11.35,5.02,0.93,-21.8,Seine Net
2021-SIL-165,Fall Fish,Bass Trap,Fyke Net,Liver,2021,26/05/2021,21-07-2021,Unknown,7.2,Centimeters,4.1,Grams,-24.6,11.44,11.61,59.32,8.5,6.98,0.62,-21.7,Fyke Net
2021-SIL-166,Fall Fish,Bass Trap,Fyke Net,Liver,2021,26/05/2021,22-07-2021,Unknown,7.3,Centimeters,4.5,Grams,-24.35,10.14,11.16,59.83,9,6.65,0.59,-21.6,Fyke Net
2021-SIL-167,Fall Fish,Bass Trap,Fyke Net,Liver,2021,26/05/2021,22-07-2021,Unknown,10.1,Centimeters,12,Grams,-24.18,9.6,9.14,53.36,10.06,5.31,0.67,-22.2,Fyke Net
2021-SIL-168,Fall Fish,Bass Trap,Fyke Net,Liver,2021,26/05/2021,22-07-2021,Unknown,10.5,Centimeters,12.7,Grams,-25.2,9.84,12.14,59.38,8.8,6.75,0.59,-22.4,Fyke Net
2021-SIL-170,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,21/05/2021,22-07-2021,Unknown,7.2,Centimeters,4.9,Grams,-23.98,10.67,13.9,55.64,9.04,6.16,0.89,-21.5,Net Type Unknown
2021-SIL-171,Lake Chub,Bass Trap,Fyke Net,Liver,2021,21/05/2021,22-07-2021,Unknown,7.5,Centimeters,4.687,Grams,-22.88,13.31,15.27,53.29,12.5,4.26,0.96,-21.7,Fyke Net
2021-SIL-172,Mummichog,Cassilis,Net Type Unknown,Liver,2021,19/05/2021,22-07-2021,Unknown,8.8,Centimeters,6.473,Grams,-25.32,10.61,14.1,54.92,9.88,5.56,1.08,-23.1,Net Type Unknown
2021-SIL-173,Striped Bass,Cassilis,Net Type Unknown,Liver,2021,02/06/2021,22-07-2021,Unknown,42.6,Centimeters,867.3,Grams,-19.83,15.4,18.54,47.69,11.49,4.15,1.03,-18.8,Net Type Unknown
2021-SIL-175,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,22-07-2021,Unknown,44.6,Centimeters,1066.4,Grams,-17.23,13.92,18.27,48.58,12.81,3.79,1.13,-16.6,Net Type Unknown
2021-SIL-176,Fall Fish,Bass Trap,Fyke Net,Liver,2021,03/06/2021,22-07-2021,Unknown,48.4,Centimeters,1541.4,Grams,-18.25,14.22,20.05,49.96,12.51,3.99,1.09,-17.4,Fyke Net
2021-SIL-177,Fall Fish,Cassilis,Fyke Net,Liver,2021,02/06/2021,22-07-2021,Unknown,12.1,Centimeters,31.3,Grams,-25.33,10.69,11.6,63.38,9.68,6.54,0.67,-22.6,Fyke Net
2021-SIL-178,White Sucker,Cassilis,Fyke Net,Liver,2021,02/06/2021,23-07-2021,Unknown,12.1,Centimeters,27.5,Grams,-25.74,9.29,11.4,59.32,11.55,5.13,0.83,-23.8,Fyke Net
2021-SIL-179,White Sucker,Cassilis,Fyke Net,Liver,2021,21/05/2021,23-07-2021,Unknown,14.6,Centimeters,38.477,Grams,-24.67,10.31,12.4,58.66,12.45,4.71,0.95,-23.1,Fyke Net
2021-SIL-180,Fall Fish,Cassilis,Fyke Net,Liver,2021,30/05/2021,23-07-2021,Unknown,11.9,Centimeters,27.173,Grams,-22.51,10.66,11.42,52.72,17.32,3.04,0.94,-22.9,Fyke Net
2021-SIL-181,Fall Fish,Cassilis,Fyke Net,Liver,2021,30/05/2021,23-07-2021,Unknown,19.7,Centimeters,114.7,Grams,-25.54,11.85,16.4,72.51,5.35,13.56,0.37,-21.2,Fyke Net
2021-SIL-182,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,23-07-2021,Unknown,25.6,Centimeters,253.3,Grams,-21.29,11.82,21.2,50.49,11.12,4.54,0.91,-19.9,Net Type Unknown
2021-SIL-183,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,23-07-2021,Unknown,22.8,Centimeters,155.5,Grams,-23.37,12.71,21.79,64.89,10.92,5.94,0.77,-21,Net Type Unknown
2021-SIL-184,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,23-07-2021,Unknown,50,Centimeters,1364,Grams,-16.87,14.54,15.1,51.1,11.82,4.32,1.19,-15.6,Net Type Unknown
2021-SIL-185,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,01/06/2021,23-07-2021,Unknown,8,Centimeters,5.354,Grams,-25.2,11.87,15.7,58.92,7.69,7.67,0.85,-22,Net Type Unknown
2021-SIL-186,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,04/06/2021,23-07-2021,Unknown,8,Centimeters,5.946,Grams,-21.93,11.83,16,47.12,10.15,4.64,0.88,-20.4,Net Type Unknown
2021-SIL-187,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,26/05/2021,23-07-2021,Unknown,6,Centimeters,5.858,Grams,-24.49,11.61,15.5,52.53,7.3,7.19,0.76,-21.5,Net Type Unknown
2021-SIL-188,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,23-07-2021,Unknown,59.5,Centimeters,3263,Grams,-16.85,14.75,18.61,40.71,13.14,3.1,1.52,-17.2,Net Type Unknown
2021-SIL-189,Mummichog,Cassilis,Net Type Unknown,Liver,2021,20/05/2021,23-07-2021,Unknown,8.5,Centimeters,6.937,Grams,-26.15,9.38,11.9,52.26,9.38,5.57,1.04,-24,Net Type Unknown
2021-SIL-190,Common Shiner,Bass Trap,Fyke Net,Liver,2021,31/05/2021,26-07-2021,Unknown,7.2,Centimeters,5.081,Grams,-25.21,10.32,10.13,59.59,9.11,6.54,0.68,-22.5,Fyke Net
2021-SIL-191,Common Shiner,Bass Trap,Fyke Net,Liver,2021,31/05/2021,26-07-2021,Unknown,8.6,Centimeters,7.601,Grams,-25.18,11.2,14.49,64.38,6.28,10.25,0.39,-21.3,Fyke Net
2021-SIL-192,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,22,Centimeters,142.6,Grams,-21.5,12.5,21.6,53.94,12.62,4.28,1.12,-20.3,Net Type Unknown
2021-SIL-193,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,22.2,Centimeters,151.1,Grams,-22.2,12.91,21.5,56.55,11.29,5.01,1.12,-20.4,Net Type Unknown
2021-SIL-194,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,25,Centimeters,201.5,Grams,-21.46,12.67,21.4,53.41,11.52,4.64,1.18,-19.9,Net Type Unknown
2021-SIL-195,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,23.7,Centimeters,157.6,Grams,-21.39,12.52,21.2,53.57,12.37,4.33,1.08,-20.1,Net Type Unknown
2021-SIL-196,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,24.5,Centimeters,207.7,Grams,-23.28,12.66,21.6,64.15,8.8,7.29,0.7,-20.2,Net Type Unknown
2021-SIL-197,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,25.5,Centimeters,223.5,Grams,-21.75,12.63,20.5,55.24,11.43,4.83,0.99,-20.1,Net Type Unknown
2021-SIL-198,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,26-07-2021,Unknown,26.3,Centimeters,211.5,Grams,-19.76,14.35,17.2,50.92,10.81,4.71,1.52,-18.2,Net Type Unknown
2021-SIL-199,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,26-07-2021,Unknown,42.5,Centimeters,807.4,Grams,-17.43,14.47,19.4,46.96,12.59,3.73,1.98,-16.8,Net Type Unknown
2021-SIL-200,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,26-07-2021,Unknown,41.5,Centimeters,825,Grams,-18.42,14.5,18.5,50.03,11.97,4.18,1.63,-17.3,Net Type Unknown
2021-SIL-201,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,26-07-2021,Unknown,49,Centimeters,1289.1,Grams,-17.96,14.62,19.4,45.53,12.26,3.72,1.8,-17.4,Net Type Unknown
2021-SIL-202,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,22.8,Centimeters,141.9,Grams,-21.79,12.22,20.6,54.72,11.91,4.6,1.08,-20.3,Net Type Unknown
2021-SIL-203,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,24.5,Centimeters,200.9,Grams,-28.88,6.51,12.37,43.3,8.01,5.4,0.49,-26.8,Net Type Unknown
2021-SIL-204,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,26/05/2021,26-07-2021,Unknown,7.6,Centimeters,5.635,Grams,-21.37,11.38,13.75,45.96,8.09,5.68,0.57,-19.1,Fyke Net
2021-SIL-205,Common Shiner,Bass Trap,Fyke Net,Liver,2021,30/05/2021,26-07-2021,Unknown,9,Centimeters,10.82,Grams,-24.38,11.8,13.4,56.64,9,6.29,0.74,-21.8,Fyke Net
2021-SIL-206,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,26-07-2021,Unknown,70.5,Centimeters,4161.9,Grams,-18.26,14.05,23.33,40.06,10.39,3.86,1.39,-17.5,Net Type Unknown
2021-SIL-207,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,26-07-2021,Unknown,25.5,Centimeters,147.4,Grams,-20.19,12.48,20.38,48.86,10.38,4.71,0.72,-18.6,Net Type Unknown
2021-SIL-208,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,27-07-2021,Unknown,24.7,Centimeters,161.1,Grams,-21.86,12.23,20.9,58.85,12.94,4.55,1.05,-20.4,Net Type Unknown
2021-SIL-209,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,26/05/2021,27-07-2021,Unknown,6.1,Centimeters,2.637,Grams,-24.16,12.17,17.31,55.46,5.76,9.62,0.42,-20.4,Net Type Unknown
2021-SIL-210,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,26/05/2021,27-07-2021,Unknown,7.5,Centimeters,4.397,Grams,-22.74,12.56,15.4,51.42,10.31,4.99,1.01,-20.9,Net Type Unknown
2021-SIL-211,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,26/05/2021,27-07-2021,Unknown,8,Centimeters,4.38,Grams,-23.49,12.28,15.1,52.96,8.76,6.04,0.92,-21,Net Type Unknown
2021-SIL-212,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,26/05/2021,27-07-2021,Unknown,5.9,Centimeters,2.371,Grams,-23.57,12.41,16.6,53,10.49,5.05,1.06,-21.7,Net Type Unknown
2021-SIL-213,Common Shiner,Bass Trap,Fyke Net,Liver,2021,29/05/2021,27-07-2021,Unknown,7.5,Centimeters,5.144,Grams,-26.03,10.23,8.54,57.84,9,6.42,0.64,-23.4,Fyke Net
2021-SIL-214,Common Shiner,Bass Trap,Fyke Net,Liver,2021,29/05/2021,27-07-2021,Unknown,6.3,Centimeters,3.111,Grams,-24.97,10.41,12.02,58.37,9.06,6.44,0.7,-22.3,Fyke Net
2021-SIL-215,Common Shiner,Bass Trap,Fyke Net,Liver,2021,29/05/2021,27-07-2021,Unknown,5.7,Centimeters,2.506,Grams,-24.9,10.07,11.63,51.4,8.22,6.25,0.6,-22.3,Fyke Net
2021-SIL-216,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,27-07-2021,Unknown,26,Centimeters,209.7,Grams,-20.97,12.44,21,46.91,12.08,3.88,1.18,-20.2,Net Type Unknown
2021-SIL-217,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,27-07-2021,Unknown,23,Centimeters,137.7,Grams,-21.79,13.09,20.7,52.23,11.97,4.36,1.28,-20.5,Net Type Unknown
2021-SIL-218,Blueback,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,27-07-2021,Unknown,23.5,Centimeters,169.3,Grams,-20.96,11.94,21.6,47.22,8.18,5.78,0.55,-18.6,Net Type Unknown
2021-SIL-219,Alewife,Bass Trap,Net Type Unknown,Liver,2021,14/05/2021,27-07-2021,Unknown,25.4,Centimeters,248.2,Grams,-21.5,12.31,21.3,50.55,7.16,7.06,0.39,-18.6,Net Type Unknown
2021-SIL-228,Lake Chub,Bass Trap,Fyke Net,Liver,2021,29/05/2021,27-07-2021,Unknown,6.7,Centimeters,4.829,Grams,-24.09,10.48,13.77,55.67,10.8,5.15,0.75,-22.2,Fyke Net
2021-SIL-229,Lake Chub,Bass Trap,Fyke Net,Liver,2021,29/05/2021,28-07-2021,Unknown,7.6,Centimeters,6.22,Grams,-23.21,12.6,16.62,58.56,9.48,6.18,0.76,-20.7,Fyke Net
2021-SIL-237,Blueback,Cassilis,Net Type Unknown,Liver,2021,26/06/2021,28-07-2021,Unknown,22.7,Centimeters,121.9,Grams,-20.58,11.32,21.78,46.19,8.97,5.15,0.65,-18.7,Net Type Unknown
2021-SIL-239,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,29/05/2021,28-07-2021,Unknown,6.7,Centimeters,3.811,Grams,-23.41,11.27,14.27,54.12,12.62,4.29,1.08,-22.2,Net Type Unknown
2021-SIL-240,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,29/05/2021,28-07-2021,Unknown,7.2,Centimeters,5.028,Grams,-27.71,10.79,14.76,51.57,7.35,7.01,0.49,-24.8,Fyke Net
2021-SIL-241,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,29/05/2021,28-07-2021,Unknown,7.2,Centimeters,4.341,Grams,-23.49,10.21,14.35,49.61,8.48,5.85,0.55,-21.1,Fyke Net
2021-SIL-242,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,30/05/2021,28-07-2021,Unknown,7.9,Centimeters,6.664,Grams,-23.79,9.83,14.22,56.79,9.22,6.16,0.67,-21.3,Fyke Net
2021-SIL-243,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,30/05/2021,28-07-2021,Unknown,7.6,Centimeters,5.871,Grams,-24.4,10.82,10.54,51.9,11.26,4.61,0.84,-22.9,Fyke Net
2021-SIL-244,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,30/05/2021,28-07-2021,Unknown,8.4,Centimeters,7.45,Grams,-24.47,10.66,12.18,71.17,8.67,8.21,0.53,-21.1,Fyke Net
2021-SIL-245,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,30/05/2021,28-07-2021,Unknown,7.5,Centimeters,6.42,Grams,-23.5,10.52,12.08,53.5,7.99,6.7,0.53,-20.7,Fyke Net
2021-SIL-247,Blacknose Dace,Bass Trap,Fyke Net,Liver,2021,30/05/2021,28-07-2021,Unknown,8.3,Centimeters,6.582,Grams,-24.31,10.7,14.6,62.67,8.29,7.56,0.66,-21.2,Fyke Net
2021-SIL-248,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,30/05/2021,28-07-2021,Unknown,6.9,Centimeters,3.471,Grams,-23.73,12.41,15,53.63,10.56,5.08,0.87,-21.9,Net Type Unknown
2021-SIL-249,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,02/06/2021,29-07-2021,Unknown,9.7,Centimeters,10.747,Grams,-23.13,12.55,15.9,50.81,10.87,4.67,0.91,-21.6,Net Type Unknown
2021-SIL-250,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,02/06/2021,29-07-2021,Unknown,9.5,Centimeters,10.277,Grams,-23.35,11.65,15.2,49.35,10.89,4.53,0.93,-21.9,Net Type Unknown
2021-SIL-251,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,02/06/2021,29-07-2021,Unknown,7.5,Centimeters,5.437,Grams,-22.66,11.51,14,51.1,11.25,4.54,0.96,-21.2,Net Type Unknown
2021-SIL-252,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,02/06/2021,29-07-2021,Unknown,5.1,Centimeters,2.022,Grams,-23.92,12.01,14.47,51.32,12.62,4.07,0.98,-22.9,Net Type Unknown
2021-SIL-253,Mummichog,Bass Trap,Net Type Unknown,Liver,2021,21/05/2021,29-07-2021,Unknown,6,Centimeters,2.538,Grams,-24.83,11.16,13.88,56.07,10.6,5.29,0.88,-22.8,Net Type Unknown
2021-SIL-254,Fall Fish,Cassilis,Fyke Net,Liver,2021,01/06/2021,29-07-2021,Unknown,8,Centimeters,7.63,Grams,-27.34,11.49,13.4,64.96,7.93,8.19,0.8,-24,Fyke Net
2021-SIL-256,Fall Fish,Cassilis,Fyke Net,Liver,2021,01/06/2021,29-07-2021,Unknown,12,Centimeters,27.056,Grams,-26.91,9.64,12.6,66.83,8.65,7.73,0.83,-23.7,Fyke Net
