year / année,site / site,station / station,latitude / latitude,longitude / longitude,number of samples / nombre d'échantillons,mean water temperature / température moyenne de l'eau,mean salinity / salinité moyenne,mean dissolved oxygen / oxygène dissous moyen,total species observed / total des espèces observées,total yoy measured / total des jeunes mesurés,total adults measured / total des adultes mesurés,SAV was reported / VAS a été rapporté
2013,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,3,22.1,22.667,10.71,21,131,1068,True
2014,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,3,23.233,22.623,7.77,21,48,1147,True
2015,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,3,20.833,21.05,8.23,21,18,1384,True
2016,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,3,18.7,17.88,8.737,21,70,398,False
2017,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,2,18.65,24.625,7.545,12,29,119,True
2018,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,1,15.2,19.26,8.28,7,0,917,False
2019,Scoudouc River (NB),Rue Dock,46.220777,-64.552474,1,16.0,22.91,7.5,9,0,161,False
2004,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,15.75,26.788,5.884,19,210,699,True
2005,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,17.54,25.7,5.176,16,3843,1052,True
2006,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,16.7,27.12,5.984,19,805,2590,True
2007,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,17.1,27.04,8.076,15,179,3795,True
2008,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,17.94,25.52,8.064,18,2941,844,True
2009,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,15.52,25.06,8.32,24,54,2039,True
2010,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,5,17.4,27.72,5.886,22,139,2208,True
2011,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,3,18.633,23.3,7.517,14,82,7365,True
2012,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,3,20.9,26.9,5.387,10,2,1466,True
2013,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,3,18.8,25.297,6.907,10,1530,672,True
2014,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,3,18.967,21.803,5.87,6,0,104,True
2015,Lameque (NB),Rue du Pecheur,47.789535,-64.646046,3,20.1,25.36,9.277,12,1,442,True
2004,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,20.213,24.95,7.187,22,351,1680,True
2005,Caraquet (NB),Rue Dugas,47.777114,-65.029957,5,18.82,19.52,6.658,36,14,2922,True
2006,Caraquet (NB),Rue Dugas,47.777114,-65.029957,5,19.534,25.0,6.392,25,98,2741,True
2007,Caraquet (NB),Rue Dugas,47.777114,-65.029957,5,22.16,22.82,8.276,31,9373,3560,True
2008,Caraquet (NB),Rue Dugas,47.777114,-65.029957,5,17.34,21.14,9.02,39,674,3713,True
2009,Caraquet (NB),Rue Dugas,47.777114,-65.029957,5,16.68,22.38,7.934,36,1045,1892,True
2010,Caraquet (NB),Rue Dugas,47.777114,-65.029957,5,20.58,23.46,7.628,30,3899,3666,True
2011,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,19.767,16.733,7.91,17,37,1169,True
2012,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,21.567,21.633,8.143,20,242,629,True
2013,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,18.567,21.773,9.027,24,610,2432,True
2014,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,22.133,17.54,8.69,16,754,845,True
2015,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,20.333,23.633,8.333,16,432,536,False
2016,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,21.5,22.267,6.31,17,67,991,True
2017,Caraquet (NB),Rue Dugas,47.777114,-65.029957,3,23.967,23.9,8.07,24,759,1377,True
2018,Caraquet (NB),Rue Dugas,47.777114,-65.029957,1,25.6,22.52,9.9,5,12,519,True
2019,Caraquet (NB),Rue Dugas,47.777114,-65.029957,1,21.3,19.72,8.12,1,0,12,False
2004,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,18.423,26.5,7.583,23,34,652,True
2005,Caraquet (NB),Rue Foley,47.794929,-64.942717,5,16.42,23.38,7.026,38,24,612,True
2006,Caraquet (NB),Rue Foley,47.794929,-64.942717,5,16.72,26.16,7.422,32,19,1605,True
2007,Caraquet (NB),Rue Foley,47.794929,-64.942717,5,18.64,25.46,9.214,42,1298,5007,True
2008,Caraquet (NB),Rue Foley,47.794929,-64.942717,5,16.02,22.96,8.768,37,3009,11042,True
2009,Caraquet (NB),Rue Foley,47.794929,-64.942717,5,16.04,25.5,7.808,19,63,1225,True
2010,Caraquet (NB),Rue Foley,47.794929,-64.942717,5,18.18,25.6,8.256,36,136,2785,True
2011,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,18.767,20.533,8.817,20,22,2409,True
2012,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,19.7,24.533,9.417,22,24,1216,True
2013,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,16.367,25.63,8.34,24,145,4526,True
2014,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,21.033,19.843,8.717,19,1037,2540,True
2015,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,19.067,24.46,8.583,15,227,834,True
2016,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,19.8,22.4,8.203,19,34,2103,True
2017,Caraquet (NB),Rue Foley,47.794929,-64.942717,3,20.1,24.85,8.027,16,458,3216,True
2018,Caraquet (NB),Rue Foley,47.794929,-64.942717,1,12.3,24.61,11.06,6,26,335,True
2019,Caraquet (NB),Rue Foley,47.794929,-64.942717,1,18.0,23.36,8.78,7,1,1103,False
2005,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,5,17.18,24.02,10.278,25,344,1204,True
2006,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,5,19.08,25.72,10.362,25,74,1731,True
2007,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,5,18.38,26.04,8.564,22,254,948,True
2008,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,5,16.48,23.62,9.616,29,190,2306,True
2009,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,5,17.24,22.84,9.45,29,64,5582,True
2010,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,5,16.46,26.18,9.34,29,87,1480,True
2011,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,3,18.833,21.467,8.537,16,18,1310,True
2012,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,3,19.433,21.467,7.667,23,3,2572,True
2013,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,3,17.167,20.71,8.28,21,38,1819,True
2014,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,3,17.533,21.873,7.867,21,130,1745,True
2015,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,3,18.367,21.46,7.773,25,80,1972,True
2016,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,2,15.2,27.975,7.335,11,0,1336,True
2017,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,3,19.9,23.11,7.46,23,62,749,True
2018,Tracadie (NB),Rue McLaughlin,47.489795,-64.885233,1,14.0,26.29,9.06,5,0,106,True
2005,River Phillip (NS),Salt Marsh City,45.853883,-63.740833,5,18.4,23.16,8.884,20,35,439,True
2006,River Phillip (NS),Salt Marsh City,45.853883,-63.740833,3,18.7,24.3,8.11,16,157,331,True
2007,River Phillip (NS),Salt Marsh City,45.853883,-63.740833,4,20.975,26.2,8.662,15,3014,11656,True
2008,River Phillip (NS),Salt Marsh City,45.853883,-63.740833,5,17.84,20.22,8.214,25,1304,3393,True
2009,River Phillip (NS),Salt Marsh City,45.853883,-63.740833,5,19.62,21.98,9.532,32,4012,3432,True
2004,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,16.814,27.236,9.316,26,2289,3388,True
2005,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,18.88,26.5,7.395,32,83,3451,True
2006,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,17.1,26.62,7.822,31,101,761,True
2007,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,24.34,26.0,9.208,26,1024,1766,True
2008,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,19.08,25.54,9.984,29,343,874,True
2009,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,16.36,27.1,8.986,32,67,387,True
2010,Shippagan (NB),Savoy Landing,47.753414,-64.692647,5,18.84,26.96,6.748,32,177,1159,True
2011,Shippagan (NB),Savoy Landing,47.753414,-64.692647,3,20.967,19.4,9.243,20,20,959,True
2012,Shippagan (NB),Savoy Landing,47.753414,-64.692647,3,22.667,27.4,7.99,21,34,530,True
2013,Shippagan (NB),Savoy Landing,47.753414,-64.692647,3,20.067,25.75,8.923,21,142,480,True
2014,Shippagan (NB),Savoy Landing,47.753414,-64.692647,3,19.967,23.1,8.347,16,124,510,True
2015,Shippagan (NB),Savoy Landing,47.753414,-64.692647,3,18.7,26.317,7.31,15,195,144,True
2016,Shippagan (NB),Savoy Landing,47.753414,-64.692647,3,20.1,24.033,7.527,18,81,1126,True
2004,Antigonish (NS),Seabright,45.67237,-61.90695,5,16.96,25.38,7.438,45,2788,8098,True
2005,Antigonish (NS),Seabright,45.67237,-61.90695,5,17.22,22.34,8.218,43,487,5370,True
2006,Antigonish (NS),Seabright,45.67237,-61.90695,5,17.96,25.06,7.586,42,43404,11804,True
2007,Antigonish (NS),Seabright,45.67237,-61.90695,5,18.54,21.58,10.856,42,2772,12048,True
2008,Antigonish (NS),Seabright,45.67237,-61.90695,5,17.32,23.98,9.89,51,145,4796,True
2009,Antigonish (NS),Seabright,45.67237,-61.90695,5,16.78,26.5,9.112,40,362,1457,True
2010,Antigonish (NS),Seabright,45.67237,-61.90695,5,16.825,25.4,8.617,42,248,1110,True
2011,Antigonish (NS),Seabright,45.67237,-61.90695,5,16.8,25.94,8.454,49,202,832,True
2012,Antigonish (NS),Seabright,45.67237,-61.90695,4,17.35,23.525,8.525,36,18,1682,True
2013,Antigonish (NS),Seabright,45.67237,-61.90695,3,20.167,26.063,7.787,20,111,72,True
2014,Antigonish (NS),Seabright,45.67237,-61.90695,3,16.633,27.69,7.833,23,41,404,True
2015,Antigonish (NS),Seabright,45.67237,-61.90695,3,18.767,21.957,8.847,30,88,603,False
2016,Antigonish (NS),Seabright,45.67237,-61.90695,3,18.333,21.717,8.89,33,15,1377,True
2017,Antigonish (NS),Seabright,45.67237,-61.90695,3,18.9,26.447,8.587,29,6,585,True
2018,Antigonish (NS),Seabright,45.67237,-61.90695,1,15.7,21.23,10.52,12,14,338,True
2019,Antigonish (NS),Seabright,45.67237,-61.90695,1,12.8,26.55,9.26,11,0,1033,True
2007,Shediac River (NB),Seagull,46.270801,-64.574252,5,20.64,21.2,9.558,36,562,3876,True
2008,Shediac River (NB),Seagull,46.270801,-64.574252,5,18.52,19.58,8.544,38,1718,2576,True
2009,Shediac River (NB),Seagull,46.270801,-64.574252,5,19.7,19.82,9.76,42,488,3437,True
2010,Shediac River (NB),Seagull,46.270801,-64.574252,5,19.6,21.9,7.78,40,418,2345,True
2011,Shediac River (NB),Seagull,46.270801,-64.574252,3,20.767,19.933,7.503,24,481,1840,True
2012,Shediac River (NB),Seagull,46.270801,-64.574252,3,23.683,24.19,9.113,20,62,905,True
2013,Shediac River (NB),Seagull,46.270801,-64.574252,3,21.967,20.127,8.98,24,252,1577,True
2014,Shediac River (NB),Seagull,46.270801,-64.574252,3,24.367,19.263,11.947,9,109,528,True
2015,Shediac River (NB),Seagull,46.270801,-64.574252,3,21.767,23.24,7.657,17,13,254,True
2016,Shediac River (NB),Seagull,46.270801,-64.574252,3,19.2,16.513,8.53,25,718,1159,True
2017,Shediac River (NB),Seagull,46.270801,-64.574252,3,20.9,23.583,7.307,24,23,924,True
2018,Shediac River (NB),Seagull,46.270801,-64.574252,1,15.6,19.3,10.19,7,0,539,True
2019,Shediac River (NB),Seagull,46.270801,-64.574252,1,19.1,23.18,8.36,8,0,332,False
2004,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,19.767,28.333,7.237,21,520,1724,True
2005,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,5,16.96,25.64,8.26,29,239,3791,True
2006,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,4,18.9,26.5,6.615,27,69,1530,True
2007,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,5,19.94,24.78,10.38,35,93,2466,True
2008,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,5,17.86,24.96,7.904,34,990,2895,True
2009,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,5,19.38,27.0,9.086,33,353,1542,True
2010,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,5,18.94,26.72,8.0,22,229,662,True
2011,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,19.9,24.633,8.74,19,5,2055,True
2012,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,21.767,26.247,7.78,19,1,1727,True
2013,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,22.067,25.957,8.473,24,104,1977,True
2014,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,21.7,25.267,7.443,13,226,1253,True
2015,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,20.6,27.593,8.63,23,630,2206,True
2016,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,19.133,27.593,7.743,23,10,707,True
2017,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,3,19.067,25.977,7.88,24,1,392,True
2018,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,1,25.2,26.74,6.86,5,25,51,False
2019,Pugwash (NS),Seagull Pier,45.845167000000004,-63.66395,1,21.4,25.7,7.4,3,2,51,False
2009,Pokemouche (NB),Sentier NB,47.67381,-64.8209,5,19.3,11.48,10.512,38,30,3484,True
2010,Pokemouche (NB),Sentier NB,47.67381,-64.8209,5,18.2,19.025,9.124,36,18,2435,True
2011,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,18.833,13.267,10.237,24,2,2481,True
2012,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,22.233,16.367,8.583,20,29,533,True
2013,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,18.133,19.58,8.647,26,23,827,True
2014,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,19.167,9.32,9.587,20,11,1032,True
2015,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,20.433,12.85,9.4,24,219,2275,True
2016,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,17.933,7.867,7.9,23,26,1325,True
2017,Pokemouche (NB),Sentier NB,47.67381,-64.8209,3,19.533,10.243,8.85,30,11,744,True
2018,Pokemouche (NB),Sentier NB,47.67381,-64.8209,1,14.0,8.12,11.4,9,0,89,True
2019,Pokemouche (NB),Sentier NB,47.67381,-64.8209,1,19.4,10.34,9.81,7,1,43,True
2004,Basin Head (PE),Shambles,46.387051,-62.114297,5,15.24,27.58,9.182,46,76,5354,True
2005,Basin Head (PE),Shambles,46.387051,-62.114297,5,15.04,26.5,8.234,46,572,4801,True
2006,Basin Head (PE),Shambles,46.387051,-62.114297,5,14.96,26.66,7.33,36,822,2257,True
2007,Basin Head (PE),Shambles,46.387051,-62.114297,5,17.92,28.14,9.116,34,955,9926,True
2008,Basin Head (PE),Shambles,46.387051,-62.114297,5,17.82,26.22,9.718,34,2104,8098,True
2009,Basin Head (PE),Shambles,46.387051,-62.114297,5,18.26,25.98,10.574,22,2058,3501,True
2010,Basin Head (PE),Shambles,46.387051,-62.114297,4,17.85,22.75,8.665,35,677,3666,True
2011,Basin Head (PE),Shambles,46.387051,-62.114297,4,15.6,27.1,8.488,30,84,5542,True
2012,Basin Head (PE),Shambles,46.387051,-62.114297,5,20.84,23.78,8.626,31,518,12085,True
2013,Basin Head (PE),Shambles,46.387051,-62.114297,5,18.85,25.933,10.46,31,278,3422,True
2014,Basin Head (PE),Shambles,46.387051,-62.114297,5,14.66,26.826,9.948,27,53,2425,True
2015,Basin Head (PE),Shambles,46.387051,-62.114297,3,18.367,26.983,10.297,24,113,1828,True
2016,Basin Head (PE),Shambles,46.387051,-62.114297,3,19.0,22.45,7.18,28,4542,4135,True
2017,Basin Head (PE),Shambles,46.387051,-62.114297,3,18.633,26.197,8.183,21,19,2450,False
2018,Basin Head (PE),Shambles,46.387051,-62.114297,1,19.3,25.67,8.14,10,11,1076,False
2019,Basin Head (PE),Shambles,46.387051,-62.114297,2,22.0,24.985,7.705,20,8,2717,True
2005,Murray River (PE),Sharams Point,46.020309,-62.525012,4,20.775,27.45,8.36,28,16,1572,True
2006,Murray River (PE),Sharams Point,46.020309,-62.525012,2,21.1,27.45,9.84,15,29,950,True
2007,Murray River (PE),Sharams Point,46.020309,-62.525012,5,16.28,28.34,7.628,29,0,1300,True
2008,Murray River (PE),Sharams Point,46.020309,-62.525012,5,17.8,26.04,7.984,29,108,2062,False
2009,Murray River (PE),Sharams Point,46.020309,-62.525012,5,15.8,27.5,8.528,25,39,14317,False
2010,Murray River (PE),Sharams Point,46.020309,-62.525012,5,18.14,27.44,7.67,31,76,1464,True
2011,Murray River (PE),Sharams Point,46.020309,-62.525012,3,16.467,27.467,7.41,12,35,230,True
2012,Murray River (PE),Sharams Point,46.020309,-62.525012,3,21.8,28.167,7.45,12,16,251,False
2013,Murray River (PE),Sharams Point,46.020309,-62.525012,3,18.133,28.223,9.207,14,51,87,False
2014,Murray River (PE),Sharams Point,46.020309,-62.525012,3,20.2,26.783,9.223,10,240,79,True
2015,Murray River (PE),Sharams Point,46.020309,-62.525012,3,18.3,27.497,10.27,10,2,313,True
2016,Murray River (PE),Sharams Point,46.020309,-62.525012,3,17.167,26.567,8.29,17,147,101,True
2017,Murray River (PE),Sharams Point,46.020309,-62.525012,3,18.933,27.35,7.34,16,277,84,False
2018,Murray River (PE),Sharams Point,46.020309,-62.525012,1,12.4,27.75,9.66,6,0,124,False
2019,Murray River (PE),Sharams Point,46.020309,-62.525012,1,17.2,25.38,0,6,0,275,True
2008,Desable River (PE),Shirley's View,46.188,-63.4228888888889,5,16.68,26.84,9.21,21,2655,356,True
2009,Desable River (PE),Shirley's View,46.188,-63.4228888888889,5,16.92,24.22,8.902,19,220,285,True
2010,Desable River (PE),Shirley's View,46.188,-63.4228888888889,5,16.0,25.15,8.648,12,613,620,True
2011,Desable River (PE),Shirley's View,46.188,-63.4228888888889,3,16.3,27.267,6.773,11,14,339,True
2012,Desable River (PE),Shirley's View,46.188,-63.4228888888889,3,21.533,26.3,8.173,11,235,574,True
2013,Desable River (PE),Shirley's View,46.188,-63.4228888888889,3,19.6,27.783,8.2,16,184,124,True
2014,Desable River (PE),Shirley's View,46.188,-63.4228888888889,3,19.0,27.003,6.98,11,75,307,True
2004,Basin Head (PE),Slipway,46.383134,-62.11238,5,14.04,28.58,8.51,45,65,4401,True
2005,Basin Head (PE),Slipway,46.383134,-62.11238,5,13.72,27.34,8.874,47,331,3908,True
2006,Basin Head (PE),Slipway,46.383134,-62.11238,5,15.14,27.6,7.56,35,50,2115,True
2007,Basin Head (PE),Slipway,46.383134,-62.11238,5,16.2,27.06,9.63,34,9,8973,True
2008,Basin Head (PE),Slipway,46.383134,-62.11238,5,16.66,26.26,7.912,44,104,17421,True
2009,Basin Head (PE),Slipway,46.383134,-62.11238,5,16.22,28.32,8.78,40,362,7792,True
2010,Basin Head (PE),Slipway,46.383134,-62.11238,4,17.45,27.725,7.893,36,135,5346,True
2011,Basin Head (PE),Slipway,46.383134,-62.11238,4,15.1,24.25,7.887,25,616,2779,True
2012,Basin Head (PE),Slipway,46.383134,-62.11238,5,17.08,27.16,8.922,31,66,13199,True
2013,Basin Head (PE),Slipway,46.383134,-62.11238,5,17.575,26.902,8.955,42,151,4993,True
2014,Basin Head (PE),Slipway,46.383134,-62.11238,5,14.46,27.096,9.638,39,57,7199,True
2015,Basin Head (PE),Slipway,46.383134,-62.11238,3,17.8,27.077,10.87,25,11,3218,True
2016,Basin Head (PE),Slipway,46.383134,-62.11238,3,15.8,26.9,7.915,22,1020,1454,True
2017,Basin Head (PE),Slipway,46.383134,-62.11238,3,18.767,27.203,8.867,15,37,800,False
2018,Basin Head (PE),Slipway,46.383134,-62.11238,1,12.04,26.47,10.88,11,6,3333,True
2019,Basin Head (PE),Slipway,46.383134,-62.11238,3,18.6,26.083,8.263,23,0,4094,True
2004,Basin Head (PE),Small Creek,46.387556,-62.106785,5,15.22,27.54,9.07,38,22,1562,True
2005,Basin Head (PE),Small Creek,46.387556,-62.106785,5,14.22,26.74,7.458,40,84,2203,True
2006,Basin Head (PE),Small Creek,46.387556,-62.106785,5,15.38,26.22,7.098,28,285,1845,True
2007,Basin Head (PE),Small Creek,46.387556,-62.106785,5,16.0,25.94,7.722,34,39,2816,True
2008,Basin Head (PE),Small Creek,46.387556,-62.106785,5,16.94,24.58,7.73,38,415,4807,True
2009,Basin Head (PE),Small Creek,46.387556,-62.106785,5,15.02,27.14,8.812,32,72,2604,True
2010,Basin Head (PE),Small Creek,46.387556,-62.106785,3,20.067,26.033,8.53,23,162,1856,False
2011,Basin Head (PE),Small Creek,46.387556,-62.106785,4,14.975,26.525,7.93,27,68,5205,True
2012,Basin Head (PE),Small Creek,46.387556,-62.106785,5,17.97,24.54,9.92,26,228,3381,True
2013,Basin Head (PE),Small Creek,46.387556,-62.106785,5,19.075,23.917,8.968,18,154,2248,True
2014,Basin Head (PE),Small Creek,46.387556,-62.106785,5,14.32,26.424,8.888,21,150,2296,True
2015,Basin Head (PE),Small Creek,46.387556,-62.106785,3,17.9,26.107,10.357,23,5,2087,True
2016,Basin Head (PE),Small Creek,46.387556,-62.106785,3,17.833,25.533,6.38,20,505,1098,True
2017,Basin Head (PE),Small Creek,46.387556,-62.106785,3,18.0,27.14,7.923,16,16,244,False
2018,Basin Head (PE),Small Creek,46.387556,-62.106785,1,20.4,21.84,7.42,8,1,658,False
2019,Basin Head (PE),Small Creek,46.387556,-62.106785,3,19.367,24.45,8.18,30,0,2345,True
2005,Pinette (PE),South Branch Wharf,46.053333,-62.9111,4,18.8,26.8,7.362,24,31,1861,True
2006,Pinette (PE),South Branch Wharf,46.053333,-62.9111,2,19.65,26.85,7.305,3,0,5704,True
2007,Pinette (PE),South Branch Wharf,46.053333,-62.9111,5,16.22,27.44,8.076,29,12,2529,True
2008,Pinette (PE),South Branch Wharf,46.053333,-62.9111,5,16.125,25.28,8.47,27,419,2323,True
2009,Pinette (PE),South Branch Wharf,46.053333,-62.9111,5,18.02,27.22,8.594,33,958,1180,True
2010,Pinette (PE),South Branch Wharf,46.053333,-62.9111,5,16.76,26.36,7.75,26,607,2276,True
2011,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,16.767,26.967,8.123,15,7,985,True
2012,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,18.733,26.567,8.327,10,10,2093,False
2013,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,19.767,27.323,9.437,13,19,3655,True
2014,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,20.267,26.19,8.733,15,33,787,True
2015,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,16.967,26.393,10.733,10,1833,11505,True
2016,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,17.767,25.467,7.357,16,27,764,True
2017,Pinette (PE),South Branch Wharf,46.053333,-62.9111,3,18.233,27.763,9.243,8,3,2558,False
2018,Pinette (PE),South Branch Wharf,46.053333,-62.9111,1,11.9,27.11,10.18,6,0,129,False
2019,Pinette (PE),South Branch Wharf,46.053333,-62.9111,1,17.5,2328.0,9.15,4,0,123,True
2008,Eel Ground (NB),South Esk,46.95805,-65.62209,5,17.06,0.74,9.354,18,42,85,True
2009,Eel Ground (NB),South Esk,46.95805,-65.62209,5,16.22,5.7,8.456,20,17,101,False
2010,Eel Ground (NB),South Esk,46.95805,-65.62209,5,19.7,4.3,8.976,26,229,204,True
2011,Eel Ground (NB),South Esk,46.95805,-65.62209,3,20.467,0.233,8.807,14,179,50,False
2012,Eel Ground (NB),South Esk,46.95805,-65.62209,3,23.467,1.767,7.757,16,190,21,True
2013,Eel Ground (NB),South Esk,46.95805,-65.62209,3,19.633,0.203,9.31,22,92,176,False
2014,Eel Ground (NB),South Esk,46.95805,-65.62209,3,21.8,0.923,8.823,13,75,40,False
2015,Eel Ground (NB),South Esk,46.95805,-65.62209,3,20.5,1.617,9.573,16,89,40,False
2016,Eel Ground (NB),South Esk,46.95805,-65.62209,3,19.633,1.807,7.357,8,51,30,True
2017,Eel Ground (NB),South Esk,46.95805,-65.62209,3,21.167,3.467,8.093,18,550,49,True
2018,Eel Ground (NB),South Esk,46.95805,-65.62209,1,23.4,6.76,8.14,4,10,4,False
2019,Eel Ground (NB),South Esk,46.95805,-65.62209,1,22.6,3.0,8.38,9,14,418,False
2005,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,5,16.398,27.116,8.106,31,192,1261,True
2006,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,5,16.825,26.65,6.862,18,685,1398,True
2007,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,5,19.0,27.8,7.752,20,261,916,True
2008,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,5,16.62,25.82,8.672,17,518,233,True
2009,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,4,18.345,26.965,8.279,15,16,325,True
2010,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,4,22.325,27.725,7.89,20,1257,4118,True
2011,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,3,22.2,26.1,7.7,10,1312,2759,True
2012,Cape Jourimain (NB),Spencer's Point,46.15749,-63.90953,3,22.333,27.2,6.34,17,227,473,True
