project_code__code_du_projet,sample_number__numéro_d'échantillon,waterbody_name__nom_masse_d'eau,collection_date__date_de_collecte,net/trap_type__type_filet/piège,scientific_name__nom_scientifique,common_name__nom_commun,abbreviated_name__nom_abrégé,dissection_date__date_dissection,fork_length__longueur_fourche,total_length__longueur_totale,total_mass__masse_totale,dna_tube_size__taille_tube_adn,notes__notes
MLR21,2266,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.4,5.5,2.5,2,
MLR21,2267,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.3,5.4,1.9,2,
MLR21,2268,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5,5.1,1.7,2,
MLR21,2269,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6.2,6.3,3.1,2,
MLR21,2270,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.7,5.8,2.6,2,
MLR21,2271,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.3,5.4,2.1,2,No scales
MLR21,2272,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.5,5.6,2.4,2,
MLR21,2273,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.3,5.4,2,2,
MLR21,2274,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.4,5.5,2.2,2,
MLR21,2275,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.6,5.7,2.3,2,
MLR21,2276,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,4.8,4.9,1.7,2,
MLR21,2277,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6.2,6.3,3.3,2,
MLR21,2278,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.6,5.7,2.8,2,
MLR21,2279,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.1,5.2,1.6,2,
MLR21,2280,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.4,5.5,2.3,2,
MLR21,2281,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,4.9,5,1.3,2,
MLR21,2282,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,4.7,4.8,1.4,2,
MLR21,2283,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.5,5.6,2.6,2,
MLR21,2284,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.4,5.5,2.1,2,
MLR21,2285,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.3,5.4,2.3,2,
MLR21,2286,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,4.1,4.2,0.8,2,
MLR21,2287,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6,6.1,2.7,2,
MLR21,2288,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.5,5.6,1.8,2,
MLR21,2289,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.2,5.3,1.9,2,
MLR21,2290,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.3,5.4,1.9,2,
MLR21,2291,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.6,5.7,2.2,2,
MLR21,2292,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6,6.1,2.4,2,Small amount of scales
MLR21,2293,Miramichi,2021/08/12,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/04/11,13.4,14.2,24.3,2,
MLR21,2294,Miramichi,2021/08/12,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/04/11,12.5,13.6,23.9,2,
MLR21,2295,Miramichi,2021/08/12,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/04/11,4,4,1,2,No caudal
MLR21,2296,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6,6.7,2.4,2,
MLR21,2297,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.1,7,2.7,2,
MLR21,2298,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.1,7,2.5,2,
MLR21,2299,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.2,7,2.7,2,
MLR21,2300,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,7,2.6,2,No scales
MLR21,2301,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.2,6.8,2.3,2,
MLR21,2302,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,7.2,3,2,
MLR21,2303,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.2,6.2,3.1,2,No caudal
MLR21,2304,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.4,7,2.7,2,
MLR21,2305,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,6.7,2.2,2,Small stomach content
MLR21,2306,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,6.9,2.5,2,
MLR21,2307,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,7.2,2.9,2,
MLR21,2308,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6,6.5,2,2,No pelvic
MLR21,2309,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,6.9,2.1,2,No stomach and small liver
MLR21,2310,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.5,7.3,2.8,2,Small stomach content
MLR21,2311,Miramichi,2021/08/12,N/A,Alosa pseudoharengus,Alewife,ALE,2023/04/11,6.3,6.7,2.2,2,
MLR21,2312,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,10.6,10.9,15.7,2,
MLR21,2313,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,11.1,12.3,18.6,2,
MLR21,2314,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,10.9,11.9,15.3,2,
MLR21,2315,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,9.8,10,12.3,2,Eroded caudal 
MLR21,2316,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,9.8,9.8,14.4,2,No caudal
MLR21,2317,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,10.9,11.7,17.4,2,
MLR21,2318,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,11.2,11.4,17.6,2,Eroded caudal 
MLR21,2319,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,11.9,12.8,20.6,2,
MLR21,2320,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,11.9,12.9,22.6,2,
MLR21,2321,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,6,6.4,2.4,2,
MLR21,2322,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,6.3,6.6,2.8,2,
MLR21,2323,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,6.3,6.6,3.1,2,
MLR21,2324,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,5.7,6.1,2.2,2,
MLR21,2325,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,6,6.4,2.4,2,
MLR21,2326,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,4.8,5,1.1,2,
MLR21,2327,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,5,5.3,1.4,2,
MLR21,2328,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,4.9,5.2,1.4,2,
MLR21,2329,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,5.3,5.6,1.5,2,No stomach content and small amount of scales
MLR21,2330,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,4.7,5.1,0.9,2,
MLR21,2331,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,3.9,3.9,0.7,2,No caudal and small amount of scales
MLR21,2332,McKiel Brook,2021/08/11,N/A,Rhinichthys atratulus,Black Nose Dace,B.N.D.,2023/04/13,5.6,5.9,1.4,2,
MLR21,2333,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5.3,5.3,1.8,2,Eroded caudal 
MLR21,2334,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5.8,6.2,2.4,2,
MLR21,2335,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Parr,Parr,2023/04/13,8,8.8,6.6,2,
MLR21,2336,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5.3,5.6,1.8,2,
MLR21,2337,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5.6,5.9,2.3,2,
MLR21,2338,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5,5.3,1.4,2,Small amount of scales
MLR21,2339,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5.2,5.5,1.9,2,
MLR21,2340,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,5.5,5.5,1.9,2,Eroded caudal 
MLR21,2341,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,6.5,6.8,3.1,2,Small amount of scales
MLR21,2342,McKiel Brook,2021/08/11,N/A,Salmo salar,Atlantic Salmon Fry,Fry,2023/04/13,6,6.5,2.8,2,
MLR21,2343,McKiel Brook,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2023/04/13,7.9,7.9,5.3,2,Eroded caudal 
MLR21,2344,McKiel Brook,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/04/13,9.2,9.9,9,2,
MLR23,1,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,11.8,13,25.5,2,No liver
MLR23,2,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,13.4,14,32.2,2,
MLR23,3,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,8.1,8.6,5.7,2,No liver
MLR23,4,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,12.3,13.2,23.3,2,
MLR23,5,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,12,12.7,21.4,2,
MLR23,6,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,7.5,8.1,5.1,2,Poor liver
MLR23,7,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,10.7,11.9,19.6,2,Poor liver
MLR23,8,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,11,12,21,2,Poor liver
MLR23,9,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,7.6,8.1,5.7,2,No liver
MLR23,10,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,10.3,10.8,12.2,2,No liver
MLR23,11,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,7.5,8.4,5.6,2,No liver
MLR23,12,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/11/15,9.4,10.2,10.7,2,No liver
MLR23,13,Miramichi,2023/06/23,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/11/15,12.1,13.2,22,2,
MLR23,14,Miramichi,2023/06/23,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/11/15,12.9,13.7,26.2,2,Eggs in ovaries
MLR23,15,Miramichi,2023/06/23,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/11/15,12.7,13.8,25.6,2,
MLR23,16,Miramichi,2023/06/23,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/11/15,14.1,15.4,41.1,2,
MLR23,17,Miramichi,2023/06/23,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/11/15,11.4,12.6,18.7,2,
MLR23,18,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,12.7,14.1,25.7,2,No liver
MLR23,19,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,8.2,8.8,6.5,2,No liver
MLR23,20,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,8.2,8.8,6,2,No liver
MLR23,21,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,8.8,9.6,8.5,2,No liver
MLR23,22,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,7.9,8.6,5.5,2,No liver
MLR23,23,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,9.1,9.9,9,2,No liver
MLR23,24,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,7.5,8.4,5.5,2,
MLR23,25,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,7.5,8.2,5.4,2,
MLR23,26,Nashwaak,2023/06/23,Fyke,Couesius plumbeus,Lake Chub,L.C.,2023/11/21,8.3,9.2,6.8,2,
MLR23,27,Nashwaak,2023/06/22,Fyke,Castostomus commersonii,White Sucker,W.S.,2023/11/22,23.9,25.4,156.9,50,
MLR23,28,Nashwaak,2023/06/22,Fyke,Castostomus commersonii,White Sucker,W.S.,2023/11/22,12.9,13.7,22.5,2,
MLR23,29,Nashwaak,2023/06/22,Fyke,Castostomus commersonii,White Sucker,W.S.,2023/11/22,10.3,11,13.7,2,No liver
MLR23,30,Nashwaak,2023/06/22,Fyke,Castostomus commersonii,White Sucker,W.S.,2023/11/22,10.5,11.1,12.9,2,
MLR23,31,Nashwaak,2023/06/22,Fyke,Castostomus commersonii,White Sucker,W.S.,2023/11/22,9.9,10.6,10.9,2,poor liver
MLR23,32,Nashwaak,2023/06/22,Fyke,Castostomus commersonii,White Sucker,W.S.,2023/11/22,10.5,11.2,13.1,2,no liver
MLR23,33,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/22,21.7,23.5,142.3,50,
MLR23,34,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/22,24,26.4,196.4,50,
MLR23,35,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/22,18.4,19.9,74.7,5,no liver
MLR23,36,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/22,13.2,14.6,28.3,2,no liver
MLR23,37,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/22,11.1,12.5,16.3,2,poor liver
MLR23,38,Nashwaak,2023/06/22,Fyke,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,14.4,15.8,41,2,
MLR23,39,Nashwaak,2023/06/22,Fyke,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,17.5,19.2,61.3,2,
MLR23,40,Nashwaak,2023/06/22,Fyke,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,12.1,13.1,20.6,2,
MLR23,41,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,15.1,16.7,38.6,2,
MLR23,42,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,21,23.1,117.6,10,
MLR23,43,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,19,24.1,84.7,10,
MLR23,44,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,18.2,20,78.2,2,
MLR23,45,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,17.8,19.9,67.9,10,
MLR23,46,Nashwaak,2023/06/22,Z-trap ,Semotilus corporalis,Fall Fish,F.F.,2023/11/28,19.6,22.6,121.9,10,
MLR23,47,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/05,9.7,10.2,11.2,2,
MLR23,48,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/05,9.7,10.1,10.1,2,
MLR23,49,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/05,10.5,11,13.2,2,
MLR23,50,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/05,11.3,11.7,15.2,2,
MLR23,51,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/05,9.3,9.8,9.6,2,Odonate in stomach
MLR23,52,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/12/05,10.6,11.4,13.7,2,
MLR23,53,Nashwaak,2023/06/22,Z-trap ,Luxilus cornutus,Common Shiner,C.S.,2023/12/05,10.1,11.2,13.1,2,
MLR23,54,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/05,23,24.7,140.1,2,
MLR23,55,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/05,22.3,23.8,136.6,2,
MLR23,56,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/05,16.4,17.5,54.5,2,
MLR23,57,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/05,25.4,27.2,200.2,2,
MLR23,58,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/05,24.7,26.6,174.5,2,
MLR23,59,Nashwaak,2023/06/22,Gill net,Salvelinus fontinalis,Brook Trout,B.T.,2023/12/05,16.7,17.5,59.4,2,
MLR23,60,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/05,15.5,16.1,44.1,2,
MLR23,61,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,18.2,18.6,78.7,10,
MLR23,62,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,17,17.8,69.2,10,
MLR23,63,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,16,16.6,68.2,10,mussels in stomach
MLR23,64,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,18.7,19.5,99.2,10,
MLR23,65,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,18.7,19,95.7,10,piece of fish muscle ( maybe perch)
MLR23,66,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,17.6,18.2,70.7,10,
MLR23,67,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,21.1,22,135.3,10,
MLR23,68,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,16.5,17,71.1,10,vertebrate in stomach
MLR23,69,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,18,18.5,79.8,10,small fish in stomach (maybe perch)
MLR23,70,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/06,17.8,18.5,90,10,
MLR23,71,Nashwaak,2023/06/22,Fyke,Semotilus atromaculatus,Creek Chub,C.C.,2023/12/06,9.5,10.2,10,2,small fish in stomach (maybe perch)
MLR23,72,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/12,20.7,21.5,151.1,50,
MLR23,73,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/12,20,20.7,105.4,50,
MLR23,74,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/12,18.1,18.7,93.9,10,
MLR23,75,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/12,17.2,17.6,67.9,10,nematode in stomach
MLR23,76,Nashwaak,2023/06/22,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/12/12,19.7,20.1,92.8,10,
MLR23,77,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/12,23.9,26,205.3,10,
MLR23,78,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/12,18,19.5,84.6,10,
MLR23,79,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/12,22.1,23.6,128.6,10,"parasites on fins, tapeworm in body cavity (removed and stored in separate vial)"
MLR23,80,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/12,17,18.2,64.9,10,
MLR23,81,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/12,18.3,19.7,74.9,10,
MLR23,82,Nashwaak,2023/06/22,Z-trap ,Castostomus commersonii,White Sucker,W.S.,2023/12/12,19,20.6,81.1,2,nematodes in stomach
MLR23,83,Nashwaak,2023/06/22,Fyke,Perca flavescens,Yellow Perch,Y.P.,2023/12/12,26,26.5,233.5,10,
MLR23,84,Nashwaak,2023/06/22,Fyke,Perca flavescens,Yellow Perch,Y.P.,2023/12/12,22.9,23.7,150.9,50,small fish in stomach (maybe perch)
MLR23,85,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,12,12.6,18.7,2,nematode eggs (larval sacs?) and gomphidae in stomach
MLR23,86,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,11.7,12.1,16.4,2,
MLR23,87,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,12,12.3,16.2,2,
MLR23,88,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.7,11.2,13.5,2,
MLR23,89,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.8,11.1,14.5,2,
MLR23,90,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,8.9,9.6,7.8,2,
MLR23,91,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,9,9.5,7.5,2,
MLR23,92,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10,10.4,11.6,2,
MLR23,93,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,9.9,10.4,12.2,2,
MLR23,94,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,11.5,12.1,14.4,2,
MLR23,95,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.7,11.4,14.4,2,
MLR23,96,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.1,10.6,11.5,2,
MLR23,97,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,11.3,11.8,14.4,2,
MLR23,98,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.5,10.9,11.8,2,
MLR23,99,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,12.2,13,19.1,2,
MLR23,100,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,11.1,11.5,13.9,2,
MLR23,101,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.4,10.9,12.1,2,
MLR23,102,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,9.4,9.8,9,2,
MLR23,103,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.7,11.1,14,2,no liver
MLR23,104,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,11.1,11.5,14.8,2,
MLR23,105,Nashwaak,2023/06/22,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/12/13,10.2,10.7,12.1,2,
MLR23,106,Nashwaak,2023/06/22,N/A,Luxilus cornutus,Common Shiner,C.S.,2023/12/14,10.7,11.9,16.9,2,
MLR23,107,Nashwaak,2023/06/22,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/12/14,15,15.5,36.9,2,
MLR23,108,Nashwaak,2023/06/22,N/A,Luxilus cornutus,Common Shiner,C.S.,2023/12/14,10.9,11.6,18.8,2,poor liver
MLR23,109,Nashwaak,2023/06/22,N/A,Luxilus cornutus,Common Shiner,C.S.,2023/12/14,9.8,10.7,14.3,2,
