dateÉvénement,longitudeDécimal,latitudeDécimal,référenceGéodésique,typeObservation,sourceDonnées,station,étatProvince,nomVernaculaireEN,nomVernaculaireFR,nomScientifique,IDnomScientifique,IDnomScientifiqueBaseDonnées,étatOccurrence,étatDétailléOccurrence,quantitéOrganisme,typeQuantitéOrganisme,annéeDéploiement,moisDéploiement,jourDéploiement,annéeRécupération,moisRécupération,jourRécupération,nombreSemainesDéployées,IDstation,IDéchantillon
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,34.17%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,39.17%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/21/2020,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,7,16,2020,9,21,9.57,41,4177
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,26.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,8.60%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,0.20%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/28/2021,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,4,2021,9,28,16.57,41,4241
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,38.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,11.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/8/2022,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,20,2022,9,8,11.43,41,"4300, 4301"
9/18/2023,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,15.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,11,2023,9,18,18.57,41,4304
9/18/2023,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,4.50%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,11,2023,9,18,18.57,41,4304
9/18/2023,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,5,11,2023,9,18,18.57,41,4304
9/18/2023,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,11,2023,9,18,18.57,41,4304
